ID,Title,"Line in Feed",Description,Availability,Link,"Image Link",Price,"Identifier Exists",Brand,"Product Type",Gender
11126052,"Polo blue man eau de toilette",663,"<p>polo blue features an invigorating blend of melon de cavaillon, basil, verbena, and washed suede, evoking the freedom of the big, blue sky, the energy of open waters and an invigorating blast of fresh air.</p>

<ul>
	<li>top notes: cantaloupe melon accord, cucumber accord, watery melon accord, and bergamot oil.</li>
	<li>middle notes: aquatic accord, clary sage oil, geranium oil, and basil verbena oil.</li>
	<li>base notes: washed suede accord, patchouli heart, and sheer musk accord.</li>
	<li>eau de toilette spray.</li>
	<li>this item is not eligible for promotional discounts.</li>
	<li>
	<div>style number:&nbsp;111518</div>
	</li>
</ul>
",in_stock,https://www.giftscenter.com/product/polo-blue-man-edt,https://giftscenter.s3.me-central-1.amazonaws.com/familypic/zThO6gfPlfazgpgbTL6eW4CurvwHjJ.png,"76 JOD",yes,"RALPH LAUREN",FRAGRANCES,"For Him"
11126053,"Polo blue man eau de toilette",664,"<p>polo blue features an invigorating blend of melon de cavaillon, basil, verbena, and washed suede, evoking the freedom of the big, blue sky, the energy of open waters and an invigorating blast of fresh air.</p>

<ul>
	<li>top notes: cantaloupe melon accord, cucumber accord, watery melon accord, and bergamot oil.</li>
	<li>middle notes: aquatic accord, clary sage oil, geranium oil, and basil verbena oil.</li>
	<li>base notes: washed suede accord, patchouli heart, and sheer musk accord.</li>
	<li>eau de toilette spray.</li>
	<li>this item is not eligible for promotional discounts.</li>
	<li>
	<div>style number:&nbsp;111518</div>
	</li>
</ul>
",in_stock,https://www.giftscenter.com/product/polo-blue-man-edt,https://giftscenter.s3.me-central-1.amazonaws.com/familypic/zThO6gfPlfazgpgbTL6eW4CurvwHjJ.png,"60 JOD",yes,"RALPH LAUREN",FRAGRANCES,"For Him"
11133055,"Cool water oceanic woman eau de toilette",665,"<p>escape the everyday and dive into the wild sea with davidoff&#39;s new fragrance cool water eau de toilette ocean edition for her.&nbsp;it is a natural perfume suitable for any situation.&nbsp;the scent&#39;s stunning and bright rose accord surrounds the saltiness of the driftwood.&nbsp;the result is a beautiful combination that will receive compliments everywhere.&nbsp;it is uniquely floral and woody, contains 93% naturally derived ingredients and is 100% vegan.</p>
",in_stock,https://www.giftscenter.com/product/cool-water-oceanic-woman-eau-de-tiolette,https://giftscenter.s3.me-central-1.amazonaws.com/familypic/crHV10wLX8WD2a1GRSXIM5Xc1FKWwB.png,"64 JOD",yes,DAVIDOFF,FRAGRANCES,"For Her"
11133039,"Cool water oceanic man eau de toilette",666,"<p>escape the everyday and dive into the wild sea with davidoff&#39;s new fragrance cool water eau de toilette ocean edition.&nbsp;it is a woody and fougere natural perfume suitable for any occasion.&nbsp;let yourself be carried away by the saltiness and freshness of the driftwood accord, contrasted with the elegant and masculine vetiver.&nbsp;the result is a pleasant combination that will receive compliments everywhere.&nbsp;the aftershave is unprecedentedly fresh and woody, contains 95% natural ingredients and is 100% vegan.</p>
",in_stock,https://www.giftscenter.com/product/cool-water-oceanic-man-eau-de-tiolette,https://giftscenter.s3.me-central-1.amazonaws.com/familypic/NAMz2Jc7AcreYG0i7idv1lrzO8LjOt.png,"64 JOD",yes,DAVIDOFF,FRAGRANCES,"For Him"
11133593,"Annicke collection unisex eau de parfum",667,"<p>the prestigious perfume house eight &amp; bob has created a luxurious set containing 30ml bottles of all six annicke collection fragrances. they are inspired by the breathtaking moments and experiences shared between perfumer albert fouquet, founder of the brand back in the 1930&#39;s, and his beloved annicke.</p>

<p>all the fragrances are exquisite and audacious perfume formulas resulting from combining the best raw materials with the savoir-faire and life experiences of their creator.</p>

<p>enjoy discovering the different notes and accords captured within these six edps that have enchanted all those who have had the opportunity to try them. the set is housed in a beautiful presentation box that comes protected in a luxury black cotton bag.</p>
",in_stock,https://www.giftscenter.com/product/annicke-collection-unisex-edp-set,https://giftscenter.s3.me-central-1.amazonaws.com/familypic/1eM761R0TQGVLupTv0BP6yAujCmgXd.png,"232 JOD",yes,"EIGHT & BOB",FRAGRANCES,Unisex
11133602,"Candle lord howe & holder",668,"<p>a collection inspired by the most exclusive landscapes worldwide. eight &amp; bob candles are made through a delicate handmade process. their exclusivity is based on a demanding selection of 100% vegetable wax based on a paraffin-free formulation.</p>
",in_stock,https://www.giftscenter.com/product/candle-lord-howe-holder,https://giftscenter.s3.me-central-1.amazonaws.com/familypic/DHzPsB6k1gSby0UsmLS6gvAnHu2CJe.png,"120 JOD",yes,"EIGHT & BOB",FRAGRANCES,"Home Fragrance"
11133597,"Candle lord howe ",669,"<p>a collection inspired by the most exclusive landscapes worldwide.</p>

<p>eight &amp; bob candles are made through a delicate handmade process.<br data-mce-fragment=""1"" />
<br data-mce-fragment=""1"" />
their exclusivity is based on a demanding selection of a 100% vegetable wax based on a paraffin-free formulation.</p>
",in_stock,https://www.giftscenter.com/product/candle-lord-howe,https://giftscenter.s3.me-central-1.amazonaws.com/familypic/JCQh5kKrFwA2XWH2wIXxCLV7cQFhno.png,"40 JOD",yes,"EIGHT & BOB",FRAGRANCES,"Home Fragrance"
11133607,"Candle lord howe ",670,"<p>a collection inspired by the most exclusive landscapes worldwide.</p>

<p>eight &amp; bob candles are made through a delicate handmade process.<br data-mce-fragment=""1"" />
<br data-mce-fragment=""1"" />
their exclusivity is based on a demanding selection of a 100% vegetable wax based on a paraffin-free formulation.</p>
",in_stock,https://www.giftscenter.com/product/candle-lord-howe,https://giftscenter.s3.me-central-1.amazonaws.com/familypic/JCQh5kKrFwA2XWH2wIXxCLV7cQFhno.png,"72 JOD",yes,"EIGHT & BOB",FRAGRANCES,"Home Fragrance"
11133601,"Candle sagaponack & holder",671,"<p>a collection inspired by the most exclusive landscapes worldwide.</p>

<p>eight &amp; bob candles are made through a delicate handmade process.<br data-mce-fragment=""1"" />
<br data-mce-fragment=""1"" />
their exclusivity is based on a demanding selection of a 100% vegetable wax based on a paraffin-free formulation.</p>
",in_stock,https://www.giftscenter.com/product/candle-sagaponack-holder,https://giftscenter.s3.me-central-1.amazonaws.com/familypic/5YTACDpVOp4kaexP0evFeju4Z18zpK.png,"120 JOD",yes,"EIGHT & BOB",FRAGRANCES,"Home Fragrance"
11133596,"Candle sagaponack ",672,"<p>a collection inspired by the most exclusive landscapes worldwide.</p>

<p>eight &amp; bob candles are made through a delicate handmade process.<br data-mce-fragment=""&quot;1&quot;"" />
<br data-mce-fragment=""&quot;1&quot;"" />
their exclusivity is based on a demanding selection of a 100% vegetable wax based on a paraffin-free formulation.</p>
",in_stock,https://www.giftscenter.com/product/candle-sagaponack,https://giftscenter.s3.me-central-1.amazonaws.com/familypic/YgAsmzCtw9ZcMHQArjgLoJw0e1ZDEU.png,"40 JOD",yes,"EIGHT & BOB",FRAGRANCES,"Home Fragrance"
11133606,"Candle sagaponack ",673,"<p>a collection inspired by the most exclusive landscapes worldwide.</p>

<p>eight &amp; bob candles are made through a delicate handmade process.<br data-mce-fragment=""&quot;1&quot;"" />
<br data-mce-fragment=""&quot;1&quot;"" />
their exclusivity is based on a demanding selection of a 100% vegetable wax based on a paraffin-free formulation.</p>
",in_stock,https://www.giftscenter.com/product/candle-sagaponack,https://giftscenter.s3.me-central-1.amazonaws.com/familypic/YgAsmzCtw9ZcMHQArjgLoJw0e1ZDEU.png,"72 JOD",yes,"EIGHT & BOB",FRAGRANCES,"Home Fragrance"
11133603,"Candle tanganika & holder",674,"<p>a collection inspired by the most exclusive landscapes worldwide.</p>

<p>eight &amp; bob candles are made through a delicate handmade process.<br data-mce-fragment=""1"" />
<br data-mce-fragment=""1"" />
their exclusivity is based on a demanding selection of a 100% vegetable wax based on a paraffin-free formulation.</p>
",in_stock,https://www.giftscenter.com/product/candle-tanganika-holder,https://giftscenter.s3.me-central-1.amazonaws.com/familypic/NLehvYlrnam8jx3x3NZExGFmDZgtT6.png,"120 JOD",yes,"EIGHT & BOB",FRAGRANCES,"Home Fragrance"
11133598,"Candle tanganika",675,"<p>a collection inspired by the most exclusive landscapes worldwide.</p>

<p>eight &amp; bob candles are made through a delicate handmade process.<br data-mce-fragment=""&quot;&quot;1&quot;&quot;"" />
<br data-mce-fragment=""&quot;&quot;1&quot;&quot;"" />
their exclusivity is based on a demanding selection of a 100% vegetable wax based on a paraffin-free formulation.</p>
",in_stock,https://www.giftscenter.com/product/candle-tanganika,https://giftscenter.s3.me-central-1.amazonaws.com/familypic/FSI8e9L5YBRVceBdmVWehPuSJd28xj.png,"40 JOD",yes,"EIGHT & BOB",FRAGRANCES,"Home Fragrance"
11133600,"Candle telluride & holder",676,"<p>a collection inspired by the most exclusive landscapes worldwide. eight &amp; bob candles are made through a delicate handmade process. their exclusivity is based on a demanding selection of 100% vegetable wax based on a paraffin-free formulation.</p>
",in_stock,https://www.giftscenter.com/product/candle-holder-elluride,https://giftscenter.s3.me-central-1.amazonaws.com/familypic/NxBBh5TkTAtktxOG2cWcbFsvqlYiMb.png,"120 JOD",yes,"EIGHT & BOB",FRAGRANCES,"Home Fragrance"
11133605,"Candle telluride",677,"<p>a luxurious, heavenly scented candle warms your living space with a soft, heavenly scent creates an ambience of serenity &amp; purity made from 100% vegetable wax burns for up to 60 hours elegantly packaged in a chic monochrome box caution burn on a heat resistant surface. do not drop foreign matter or wick-trimmings into candle. burn in open area away from drafts. keep candle burning within sight. keep out of reach of children &amp; pets</p>
",in_stock,https://www.giftscenter.com/product/candle-telluride,https://giftscenter.s3.me-central-1.amazonaws.com/familypic/vbzQfPHme4xvH33ejfaANnqVjVQqrp.png,"72 JOD",yes,"EIGHT & BOB",FRAGRANCES,"Home Fragrance"
11133599,"Candle varenna & holder",678,"<p>a collection inspired by the most exclusive landscapes worldwide.</p>

<p>eight &amp; bob candles are made through a delicate handmade process.<br data-mce-fragment=""1"" />
<br data-mce-fragment=""1"" />
their exclusivity is based on a demanding selection of a 100% vegetable wax based on a paraffin-free formulation.</p>
",in_stock,https://www.giftscenter.com/product/candle-holder-verenna,https://giftscenter.s3.me-central-1.amazonaws.com/familypic/fAOSBlyOZNOL77gvdA7Qi6jMFHhDwu.png,"120 JOD",yes,"EIGHT & BOB",FRAGRANCES,"Home Fragrance"
11133604,"Candle varenna",679,"<p>a collection inspired by the most exclusive landscapes worldwide.</p>

<p>eight &amp; bob candles are made through a delicate handmade process.<br data-mce-fragment=""1"" />
<br data-mce-fragment=""1"" />
their exclusivity is based on a demanding selection of a 100% vegetable wax based on a paraffin-free formulation.</p>
",in_stock,https://www.giftscenter.com/product/candle-varenna,https://giftscenter.s3.me-central-1.amazonaws.com/familypic/Da6QqKQ6nCZp1aBvucLBdfEVWsygoC.png,"72 JOD",yes,"EIGHT & BOB",FRAGRANCES,"Home Fragrance"
11133612,"Diffuser lord howe round",680,"<p>the lord howe fragrance, named after the volcanic island in the tasman sea, has top notes of pepper, grapefruit and geranium that give way to a floral heart of jasmine, gardenia and cyclamen. a base of patchouli, cedarwood and musk rounds out this citrus/floral fragrance.</p>
",in_stock,https://www.giftscenter.com/product/diffuser-lord-howe-round,https://giftscenter.s3.me-central-1.amazonaws.com/familypic/zt2AB9qcROQET5VTRdcJuXyka9DjDa.png,"60 JOD",yes,"EIGHT & BOB",FRAGRANCES,"Home Fragrance"
11133611,"Diffuser sagaponack round",681,"<p>the sagaponack fragrance, named after the exclusive small town in the hamptons on long island, has top notes of lychee, peach and orange that give way to a floral heart of jasmine, rose and lily of the valley. a base of vanilla, musk and vetiver rounds out this floriental/woody/fruity fragrance.</p>
",in_stock,https://www.giftscenter.com/product/diffuser-sagaponack-round,https://giftscenter.s3.me-central-1.amazonaws.com/familypic/cpKt1rCodxMqfIJpiQKdE6X29fPn7z.png,"60 JOD",yes,"EIGHT & BOB",FRAGRANCES,"Home Fragrance"
11133613,"Diffuser tanganika round",682,"<p>the tanganika fragrance, named after the area of africa that is now tanzania, has top notes of calabrian bergamot and orange that give way to a floral heart of jasmine, rose and iris. a base of patchouli, cedarwood and musk rounds out this chypre/fruity fragrance</p>
",in_stock,https://www.giftscenter.com/product/diffuser-tanganika-round,https://giftscenter.s3.me-central-1.amazonaws.com/familypic/UNKi18dtkHpSYE6I0wSoKFL0UD63Ub.png,"60 JOD",yes,"EIGHT & BOB",FRAGRANCES,"Home Fragrance"
11133610,"Diffuser telluride round",683,"<p>the telluride fragrance, named after the old mining town turned ski resort in colorado, has top notes of lemon and caramelised apple that give way to a floral heart of peony and lily of the valley. a base of vanilla, sandalwood and praline rounds out this floriental/fruity fragrance.</p>
",in_stock,https://www.giftscenter.com/product/diffuser-telluride-round,https://giftscenter.s3.me-central-1.amazonaws.com/familypic/W9bKajVOW2LUr4HdTOry7cepfo5GTO.png,"60 JOD",yes,"EIGHT & BOB",FRAGRANCES,"Home Fragrance"
11133609,"Diffuser varenna round",684,"<p>the varenna fragrance, named after a town on lake como, has top notes of juniper, leafy greens and geranium that give way to a floral heart of white flowers, rose and lily of the valley. a base of patchouli, musk and amber rounds out this green/floral/woody fragrance.</p>
",in_stock,https://www.giftscenter.com/product/diffuser-varenna-round,https://giftscenter.s3.me-central-1.amazonaws.com/familypic/uXhIipCfBsFfAhGl8EAHdhEkM4dLOc.png,"60 JOD",yes,"EIGHT & BOB",FRAGRANCES,"Home Fragrance"
11133592,"Iconic collection unisex eau de parfum",685,"<p>the prestigious perfume house eight &amp; bob has created a luxurious set containing 30ml bottles of all six iconic collection fragrances. they are inspired by the breathtaking journeys and experiences of perfumer albert fouquet, founder of the brand back in the 1930&#39;s. all fragrances are unique olfactory gems resulting from combining the most exquisite raw materials with the savoir-faire of their creator.</p>

<p>enjoy discovering the different notes and accords captured within the original, egypt, cap d&#39;antibes, nuit de megeve and champs de provence edps as well as the memoires de mustique edt. the set is housed in a beautiful presentation box that comes protected in a luxury black cotton bag.</p>
",in_stock,https://www.giftscenter.com/product/iconic-collection-unisex-edp,https://giftscenter.s3.me-central-1.amazonaws.com/familypic/iF7g4ratPv0qHhXlHMl9BddYk1QPFV.png,"232 JOD",yes,"EIGHT & BOB",FRAGRANCES,Unisex
11133614,"Agneta unisex extrait de parfum ",686,"<p>prized oud wood is the star of this creation of great contrasts. a blend of aromas that brings the exquisiteness of this wood to the fore; a material as valued for its scarcity as for its long evolution process. it takes more than 75 years before the best oud resin can be extracted.</p>

<p>a fragrant composition that carries us away to the wooden deck of agneta, the sailing boat belonging to gianni agnelli who represents eight &amp; bob&rsquo;s values of elegance and lifestyle so well.</p>

<p>lively, spicy opening notes with a hint of roasted coffee are shrouded in amber which adds an addictive, modern touch. a mysterious masterpiece that evokes feelings of nostalgia.</p>

<p>agneta is an enigmatic and discreet yet spirited fragrance in which a sense of calm and an addictive, mysterious veil arouse the desire to be at one with the sea, body and soul.</p>

<p>extrait de parfum.<br />
volume 50 ml / 1.7 fl. oz.</p>
",in_stock,https://www.giftscenter.com/product/agneta-unisex-extrait-edp,https://giftscenter.s3.me-central-1.amazonaws.com/familypic/q5tcgJhiNQKUiHk5h0yXWFB2E9lCxw.png,"216 JOD",yes,"EIGHT & BOB",FRAGRANCES,Unisex
11133615,"Guethary unisex extrait de parfum",687,"<p>guethary is the name of the charming and romantic french village that inspires this fragrance. a place of disconnection, savoir- vivre and exclusivity. a place imbued with salty and floral aromas that for many years has been the resting place of the parisian creme de la creme. an ode to ambergris stranded on the atlantic coasts that enhances the mysterious addiction of this fragrance, where the seductive facets of tagete flower and powdery pear blossom merge with its addictive creaminess. an atelier of passion inspired by a lifestyle, with a scent that transports you to tranquility and serenity. an exaltation to ambrox, extremely powerful and elegant with musky and woody tones. a fragrance that reveals a unique personality that plays with the tension between freshness and intensity.</p>
",in_stock,https://www.giftscenter.com/product/guethary-unisex-extrait-de-parfum,https://giftscenter.s3.me-central-1.amazonaws.com/familypic/YlT7DmekcXpwaUV4iuavR8PugQFRrL.png,"216 JOD",yes,"EIGHT & BOB",FRAGRANCES,Unisex
11133581,"Cap dantebes unisex eau de parfum",688,"<p>a fragrance inspired by summer days in the french riviera.<br />
this splendidly fresh scent transforms throughout its wear. notes of mint and birch create an intense blast of sea greens, which is softened by the tranquil, therapeutic aroma of violet leaves. a steady wave of cinnamon and vanilla rolls in, to produce a sweet, earthy ambiance. cedar and incense nourish the woody accent that burns at the heart of this dynamic scent.<br />
top notes birch &ndash; mint &ndash; violet leaves<br />
heart notes aromatic notes&ndash; cinnamon &ndash; moss<br />
base notes cedar &ndash; incense &ndash; vanilla<br />
<br />
shop online&nbsp;eight &amp; bob cap d&#39;antibes eau de parfum spray 100ml&nbsp;at best price.<br />
product features:<br />
-&nbsp;gender: men<br />
-&nbsp;fragance: eau de parfum<br />
-&nbsp;texture/format: spray</p>
",in_stock,https://www.giftscenter.com/product/cap-dantebes-unisex-edp,https://giftscenter.s3.me-central-1.amazonaws.com/familypic/qrc9LmlQgRsfiklxcc9i8y2yYpsya9.png,"144 JOD",yes,"EIGHT & BOB",FRAGRANCES,Unisex
11133585,"Champs de provence unisex eau de parfum",689,"<p>immerse yourself in the freedom of the french countryside with champs de provence. fresh, green, and citrusy, this fragrance captures the mystical beauty of the provence.&nbsp;</p>

<p>notes of musk and mate emphasize the crisp earthy hues of the wilderness. the flawless entanglement of bergamot, orange, pear, and rose brings to life the sweet and tangy aroma of fruit trees surrounded by gentle wild flowers. perfect for a free spirit who appreciates the tantalizing aroma of mother nature.&nbsp;</p>
",in_stock,https://www.giftscenter.com/product/champs-de-provence-unisex-de-parfum,https://giftscenter.s3.me-central-1.amazonaws.com/familypic/Ru2wGB0cDh4tJIHEv9i2xAMr7qAzmW.png,"144 JOD",yes,"EIGHT & BOB",FRAGRANCES,Unisex
11133582,"Egypt unisex  eau de parfum",690,"<p>a perfume inspired by ancient egyptian culture.<br />
the scent of egypt provides an olfactory experience that will take you on a journey through time. stroll through sunny ancient egypt. breathe in the exotic aromas of the marketplace.<br />
nutmeg and warm spices compliment the earthy undertones of patchouli and sandalwood. the lavish scent of lavender radiates from the beautiful women in ornate, vibrantly colored cloths.<br />
transcend the ordinary with this warm, tranquil, earthy blend of lavender, nutmeg, moss, and patchouli.<br />
top notes lavender &ndash; lemon &ndash; moss<br />
heart notes cardamom &ndash; nutmeg<br />
base notes leather &ndash; patchouli &ndash; sandalwood<br />
<br />
shop online&nbsp;eight &amp; bob egypt eau de parfum spray 100ml&nbsp;at best price.<br />
product features:<br />
-&nbsp;gender: men<br />
-&nbsp;fragance: eau de parfum<br />
-&nbsp;texture/format: spray</p>
",in_stock,https://www.giftscenter.com/product/egypt-unisex-edp,https://giftscenter.s3.me-central-1.amazonaws.com/familypic/XxgiA7SloOaprYOF37Wub5HFBbfOOo.png,"144 JOD",yes,"EIGHT & BOB",FRAGRANCES,Unisex
11133583,"Memoires de mustique unisex eau de parfum",691,"<p>a tribute to the magic of the unique caribbean island of mustique.</p>

<p>bask in the beauty of this tropical scent. sweet elegant notes of orange blossom blend seamlessly with the citrus floral notes of neroli, capturing the essence of this private island aroma.</p>

<p>notes of petitgrain and bergamot highlight the citrus flavours of native caribbean fruits. a subtle hint of earthy tones of precious woods and white musk honour the lush greenery in the background.</p>

<p>notes of amber compliment the scent, like rich elegant sunsets over crystalline waters. dig your toes into the warm white sand and enjoy a tropical retreat with this wonderful combination of earthy, fruity, and floral.&nbsp;</p>

<p>m&eacute;moires de mustique is a tribute to those who shared the magic of this caribbean island and for those who once dreamed of being part of something unique.</p>

<p>the&nbsp;scent is inspired by memories of its crystalline waters, the eternity of its sunsets and its landscapes which remain unchanged throughout its history. a trip to the past to capture its essence in its purest form.</p>

<p>albert fouquet passed away before he was able to finish &lsquo;m&eacute;moires de mustique&rsquo;, so with the help of the very talented eight &amp; bob perfumer, the fragrance is now complete.</p>
",in_stock,https://www.giftscenter.com/product/memoires-de-mustique-unisex-edp,https://giftscenter.s3.me-central-1.amazonaws.com/familypic/l1iO3J8LhtmqlGBuZGwCLEbdAbBr8L.png,"144 JOD",yes,"EIGHT & BOB",FRAGRANCES,Unisex
11133584," nuit de megeve unisex eau de parfum",692,"<p>escape to a log cabin in the woods of the snowcapped mountains of france with nuit de megeve. &nbsp;complex earthy, woodsy notes of vetiver mingle with the subtle sweetness of tobacco to set a cozy tone. notes of petitgrain fill the air with the scent of dried leaves &amp; twigs waiting their turn to fuel the fire crackling in the fireplace. a soothing aroma emanates from the hot cup between your hands, as bitter notes of freshly brewed black coffee blend with the sweet vanilla notes of tonka beans. retreat from the cold, crisp, mountain air with this tender comforting scent.</p>

<p>top&nbsp;notes&nbsp; &nbsp;black coffee &ndash; orris &ndash; tonka beans<br />
heart notes&nbsp; &nbsp;moss &ndash; tobacco &ndash; vetiver<br />
base notes&nbsp; &nbsp;clove buds &ndash; grapefruit &ndash; petitgrain</p>
",in_stock,https://www.giftscenter.com/product/nuit-de-megeve-unisex-de-parfum,https://giftscenter.s3.me-central-1.amazonaws.com/familypic/s6ppuz4wx4WWmTBPaAmZuvdHKqInUH.png,"144 JOD",yes,"EIGHT & BOB",FRAGRANCES,Unisex
11133576,"Original unisex unisex eau de parfum",693,"<p>the original, the most exclusive perfume created by albert fouquet, now available in a 150 ml size. an exclusive format for the original fragrance lovers.</p>

<p>designed for both men and women alike, this classic scent is suitable for a modern-day aristocrat.&nbsp; rosy notes of pink pepper blended with the subtle spice of cardamom and garnished with the zesty hint of lemon, evoke a contemporary tone; while notes of labdanum emit an intricacy reminiscent of the sweet, fruity, woody aromas of twentieth century paris. amber and sandalwood undertones accentuate the warmth of this refined scent.</p>
",in_stock,https://www.giftscenter.com/product/original-unisex-edp,https://giftscenter.s3.me-central-1.amazonaws.com/familypic/p2fUSPRgUOnPLSLis3Zf30nptQ6Czl.png,"152 JOD",yes,"EIGHT & BOB",FRAGRANCES,Unisex
11133577,"Original unisex unisex eau de parfum",694,"<p>the original, the most exclusive perfume created by albert fouquet, now available in a 150 ml size. an exclusive format for the original fragrance lovers.</p>

<p>designed for both men and women alike, this classic scent is suitable for a modern-day aristocrat.&nbsp; rosy notes of pink pepper blended with the subtle spice of cardamom and garnished with the zesty hint of lemon, evoke a contemporary tone; while notes of labdanum emit an intricacy reminiscent of the sweet, fruity, woody aromas of twentieth century paris. amber and sandalwood undertones accentuate the warmth of this refined scent.</p>
",in_stock,https://www.giftscenter.com/product/original-unisex-edp,https://giftscenter.s3.me-central-1.amazonaws.com/familypic/p2fUSPRgUOnPLSLis3Zf30nptQ6Czl.png,"168 JOD",yes,"EIGHT & BOB",FRAGRANCES,Unisex
11133586,"Annicke 1 unisex eau de parfum",695,"<p>the sweet rosy notes of peony are intoxicating. uplifting and sensual notes of mandarin leave a distinguished floral trail while enchanting driftwood adds a light, earthy, warm undertone.</p>

<p>sch&ouml;nbrun garden (vienna).<br />
pure, soft and juicy.</p>
",in_stock,https://www.giftscenter.com/product/annicke1-unisex-edp,https://giftscenter.s3.me-central-1.amazonaws.com/familypic/3MxWPDMJUtKf748LcSbGYZZI1dwN4H.png,"144 JOD",yes,"EIGHT & BOB",FRAGRANCES,Unisex
11133587,"Annicke 2 unisex eau de parfum ",696,"<p>a tribute to elegant yet deliberate sensuality.&nbsp;</p>

<p>notes of fig offer a fruity impression while hazelnut adds a delicate touch of sugar. sweet and herbaceous notes of immortelle entice him with a fascinatingly rich, sexy, desirable aroma. heavy yet sweet and fruity floral notes of ylang ylang evoke an innocently erotic aura. gentle, effortless notes of sandalwood caress this assortment of sweetness, creating an undeniable allure.</p>

<p>inspired by the luxembourg garden (paris).<br />
warm pleasure and interior elegance.</p>
",in_stock,https://www.giftscenter.com/product/annicke2-unisex-edp,https://giftscenter.s3.me-central-1.amazonaws.com/familypic/ZyNE8esk9pdcjLHoRJVVT468RI6w1C.png,"144 JOD",yes,"EIGHT & BOB",FRAGRANCES,Unisex
11133588,"Annicke 3 unisex eau de parfum ",697,"<p data-mce-fragment=""1"">spicy floral notes of bergamot are reminiscent of the decadence of the early 1920&rsquo;s.&nbsp; the room smells of wood and amber as notes of cashmeran accentuate the warmth of the room.</p>

<p data-mce-fragment=""1"">notes of white rose emit an air of vintage femininity while exotic notes of jasmine intoxicate men on the dance floor. from the dessert table, subtle hints of tangy red berries drizzled over sweet creamy meringue captivate the senses.&nbsp; this extravagant fragrance will leave everyone in its path mesmerized.</p>

<p data-mce-fragment=""1"">inspired by the giverny garden (paris).<br />
refined, elegant and very feminine.</p>
",in_stock,https://www.giftscenter.com/product/annicke3-unisex-edp,https://giftscenter.s3.me-central-1.amazonaws.com/familypic/SxMjZaDEjt7DAKF7JvRPrBxsCK2nYu.png,"144 JOD",yes,"EIGHT & BOB",FRAGRANCES,Unisex
11133591,"Annicke 6 unisex eau de parfum",698,"<p>a beautifully blended elixir that personifies the complex dimensions of a woman.</p>

<p>top notes of bergamot and carnation represent her classy sophistication juxtaposed by sichuan pepper to accentuate her sassy side. heart notes of rose and ambre 84 dl soften the tone.</p>

<p>base notes of warm, rich indian sandalwood couple with tenacious labdanum to round out this well-balanced mixture.&nbsp; garnished with highly desired benzoin, this unique aroma embodies the true value of its components.</p>

<div>
<p>inspired by the pavillion de la guyane (paris).<br />
bewitching, exquisite and elegant.</p>
</div>
",in_stock,https://www.giftscenter.com/product/annicke-6-unisex-edp,https://giftscenter.s3.me-central-1.amazonaws.com/familypic/E9Vy5ADnnFisAKugNQmkT9xrgru5VQ.png,"144 JOD",yes,"EIGHT & BOB",FRAGRANCES,Unisex
11133589,"Annicke 4 unisex eau de parfum ",699,"<p data-mce-fragment=""&quot;1&quot;"">stand beneath a luscious enchanted tree. &nbsp;brush your fingertips across the rough bark of her trunk as you breathe in the woody, earthy, mossy undertones of cashmeran and oakmoss.</p>

<p data-mce-fragment=""&quot;1&quot;"">a cool breeze flutters past as floral notes of rose and ylang ylang are carried away. succulent, enticing notes of nectarine mesh with light, complex notes of fruity blackcurrant buds, making your mouth water. immerse yourself in this voluptuous melody of arborous scents.</p>

<p data-mce-fragment=""&quot;1&quot;"">inspired by the bagatelle rose garden (paris).<br />
precious and delicate.</p>
",in_stock,https://www.giftscenter.com/product/annicke-4-unisex-edp,https://giftscenter.s3.me-central-1.amazonaws.com/familypic/tKlOpjCZOWz5f4DQfHulad1xjr04J1.png,"144 JOD",yes,"EIGHT & BOB",FRAGRANCES,Unisex
11133590,"Annicke 5 unisex eau de parfum ",700,"<p>annicke 5 is a seductive heady floriental fragrance.</p>

<p>a dash of luscious plum, a hint of vanilla, and a touch of caramel create an unexpected intense scent that leaves behind a sensual oriental trace.</p>

<div>
<p>inspired by the burggarten garden (vienna).<br />
warm, elegant and mysterious.</p>
</div>
",in_stock,https://www.giftscenter.com/product/annicke5-unisex-edp,https://giftscenter.s3.me-central-1.amazonaws.com/familypic/bsRCNVJkp4m3oYySwrqkVJ1JXD5iST.png,"144 JOD",yes,"EIGHT & BOB",FRAGRANCES,Unisex
